category_id,category_name,bias_types,indicator,severity,requires_context,recommended_action
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,made me feel bad about being [identity],review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,I felt shamed,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,has a political agenda,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,pushes LGBTQ topics,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,made the class about their personal life,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,not qualified to teach this objectively,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,everything was about gay/transgender people,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,the personal stuff didn't belong in class,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,misgendering,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,kept talking about pronouns,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,made me feel judged for being straight/Christian/traditional,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C12,Bias Against LGBTQ+ Faculty,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,LGBTQ agenda,review,recommended,Flag disclosure-sensitive patterns; treat deliberate misgendering or identity abuse as escalation content.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,uncomfortable,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,unwelcoming,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,hostile without specific pedagogical cause,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,wanted to avoid interaction,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,disproportionate emotional intensity,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,contamination,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,doesn't fit here,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,very different from what I'm used to,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,seems out of place,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,not like other professors,review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,too focused on [specific country/region/culture],review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C13,Stigmatized Ethnic & National Identity Bias,Type 3 — Stigmatized Identity Bias,why are we learning about [place],review,recommended,Use only human-supplied identity context; train identity-specific stigma detectors and require careful human review.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,sexual comments about instructor,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,explicit threats,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,personal insults unrelated to pedagogy,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,profanity directed personally,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,I HATE YOU,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,claims of discrimination without investigation,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,claims of retaliation,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,claims instructor violated policy,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,fabricated in-class incidents,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,multiple near-identical comments,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C14,"Deliberate Defamation, Harassment & Weaponization",Type 4 — Deliberate Defamation,explicit reference to grade received,escalate,recommended,Escalate immediately; exclude from personnel-file summaries pending protective review; do not present as formative feedback.
C15,Absence of Positive Language,Type 1 — Direct Identity Bias,absence of brilliant/genius/expert/inspiring,review,true,"Use comparative corpus analysis, not single-comment judgment; evaluate positive-term rates across instructors and courses."
C15,Absence of Positive Language,Type 1 — Direct Identity Bias,absence of knowledgeable/engaging/articulate/confident,review,true,"Use comparative corpus analysis, not single-comment judgment; evaluate positive-term rates across instructors and courses."
C15,Absence of Positive Language,Type 1 — Direct Identity Bias,absence of natural teacher/best professor,review,true,"Use comparative corpus analysis, not single-comment judgment; evaluate positive-term rates across instructors and courses."
C15,Absence of Positive Language,Type 1 — Direct Identity Bias,comparatively fewer positive descriptors,review,true,"Use comparative corpus analysis, not single-comment judgment; evaluate positive-term rates across instructors and courses."
C16,Credibility Inversion,Type 2 — Proxy Bias; Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,disorganized course despite design expertise,review,true,"Run corroboration-gap test; weigh credentials, teaching portfolio, peer observation, temporal stability, and comparator data before classification."
C16,Credibility Inversion,Type 2 — Proxy Bias; Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,unclear assessments despite assessment expertise,review,true,"Run corroboration-gap test; weigh credentials, teaching portfolio, peer observation, temporal stability, and comparator data before classification."
C16,Credibility Inversion,Type 2 — Proxy Bias; Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,confusing explanations despite extensive teaching record,review,true,"Run corroboration-gap test; weigh credentials, teaching portfolio, peer observation, temporal stability, and comparator data before classification."
C16,Credibility Inversion,Type 2 — Proxy Bias; Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,no clear rubric despite documented rubrics,review,true,"Run corroboration-gap test; weigh credentials, teaching portfolio, peer observation, temporal stability, and comparator data before classification."
C16,Credibility Inversion,Type 2 — Proxy Bias; Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,persistent complaints without peer corroboration,review,true,"Run corroboration-gap test; weigh credentials, teaching portfolio, peer observation, temporal stability, and comparator data before classification."
C16,Credibility Inversion,Type 2 — Proxy Bias; Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias; Type 4 — Deliberate Defamation,complaints increase over time despite growing experience,review,true,"Run corroboration-gap test; weigh credentials, teaching portfolio, peer observation, temporal stability, and comparator data before classification."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,low grades plus negative SETs,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,high grades plus negative SETs,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,same grades but worse SETs than comparator,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,high DFW with poor SETs,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,direct grade-retaliation language,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,I deserved a better grade,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,grade doesn't reflect effort,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
C17,Grade Distributions as SET Context,Type 2 — Proxy Bias,the curve wasn't enough,contextual,true,"Integrate mean GPA, DFW, withdrawals, departmental norms, comparator sections, and follow-on course outcomes before interpreting SETs."
